Způsob_koupě,Typ_obydlení,Počet_pokojů,Typ_kuchyně,Velikost_bytu,Cena,Ulice,Kraj
pronájem,bytu,2,1,66,20000,"Podlipného, Praha 8 - Libeň",1
pronájem,bytu,1,1,56,15000,"Janovského, Praha 7 - Holešovice",1
pronájem,bytu,3,1,90,34900,"Ostrovní, Praha 1 - Nové Město",1
pronájem,bytu,2,k,70,19500,"Pod Kavalírkou, Praha 5 - Košíře",1
pronájem,bytu,3,k,109,60000,"Laubova, Praha 3 - Vinohrady",1
pronájem,bytu,2,1,44,18000,"Novákových, Praha 8 - Libeň",1
pronájem,bytu,1,k,28,14900,"Doudlebská, Praha 4 - Nusle",1
pronájem,bytu,1,k,27,11000,"Vavřenova, Praha 4 - Braník",1
pronájem,bytu,1,k,35,14000,Praha 5 - Zbraslav,1
pronájem,bytu,2,1,57,21000,"Maříkova, Praha 6 - Veleslavín",1
pronájem,bytu,1,k,12,12000,"Staňkova, Praha 4 - Háje",1
pronájem,bytu,2,k,43,15500,"Žerotínova, Praha 3 - Žižkov",1
pronájem,bytu,2,k,47,16500,"Holandská, Praha 10 - Vršovice",1
pronájem,bytu,5,k,150,34000,"Písečná, Praha 8 - Troja",1
pronájem,bytu,2,k,39,19750,"Na pěšinách, Praha 8 - Kobylisy",1
pronájem,bytu,1,k,36,18720,"Na pěšinách, Praha 8 - Kobylisy",1
pronájem,bytu,1,k,46,15000,"Hlivická, Praha 8 - Bohnice, okres Praha",1
pronájem,bytu,4,k,108,50470,"Italská, Praha 2 - Vinohrady",1
pronájem,bytu,1,k,27,14490,"Holečkova, Praha 5 - Smíchov",1
pronájem,bytu,2,k,54,24500,"Heřmanova, Praha 7 - Holešovice",1
pronájem,bytu,5,k,190,45990,"Hillebrantova, Praha 5 - Košíře",1
pronájem,bytu,2,k,58,22000,"Klapálkova, Praha 10 - Záběhlice",1
pronájem,bytu,3,1,94,28000,"Únorová, Praha 10 - Nedvězí u Říčan",1
0,0,0,0,0,9500,"Milady Horákové, Praha 7 - Holešovice",1
pronájem,bytu,3,k,65,23000,"Václava Trojana, Praha 10 - Uhříněves",1
pronájem,bytu,3,k,93,29000,"Hasilova, Praha 5 - Stodůlky",1
pronájem,bytu,2,k,68,16990,"Feřtekova, Praha 8 - Bohnice",1
pronájem,bytu,2,k,62,21500,"Pod Harfou, Praha 9 - Vysočany",1
pronájem,bytu,1,k,27,12000,"Plzeňská, Praha 5 - Košíře",1
pronájem,bytu,1,k,40,20000,"U Zvonařky, Praha 2 - Vinohrady",1
pronájem,bytu,3,k,103,26000,"Kostomlatská, Praha 9 - Letňany",1
pronájem,bytu,3,1,130,45000,"U akademie, Praha 7 - Bubeneč, okres Praha",1
pronájem,bytu,2,k,50,17180,"Podolská, Praha 4 - Braník",1
pronájem,bytu,3,1,71,24500,"Janského, Praha 5 - Stodůlky",1
pronájem,bytu,1,k,39,14250,"Hnězdenská, Praha 8 - Troja",1
pronájem,bytu,1,1,35,13000,"Lihovarská, Praha 9 - Libeň",1
pronájem,bytu,2,1,54,17900,"Mahulenina, Praha 6 - Břevnov",1
pronájem,bytu,1,1,43,17500,"Sevastopolská, Praha 10 - Vršovice",1
pronájem,bytu,1,k,25,15000,"Libická, Praha 3 - Vinohrady",1
pronájem,bytu,3,k,116,35000,"Králodvorská, Praha 1 - Staré Město",1
pronájem,bytu,3,k,78,24000,"Milady Horákové, Praha 7 - Holešovice",1
pronájem,bytu,3,1,117,24999,"Zborovská, Praha 5 - Smíchov",1
pronájem,bytu,1,k,42,25000,"Jankovcova, Praha 7 - Holešovice",1
0,0,0,0,0,16000,"Na šachtě, Praha 7 - Holešovice",1
0,0,0,0,0,14500,"Na šachtě, Praha 7 - Holešovice",1
pronájem,bytu,2,k,57,20000,"Sousedíkova, Praha 9 - Vysočany",1
pronájem,bytu,2,k,54,17800,"Neveklovská, Praha 4 - Krč",1
pronájem,bytu,2,1,82,29300,"Chodská, Praha 2 - Vinohrady",1
pronájem,bytu,5,k,140,69000,"Varhulíkové, Praha 7 - Holešovice",1
pronájem,bytu,2,k,55,20002,"Na Větrníku, Praha 6 - Břevnov",1
pronájem,bytu,1,k,30,12500,"Nad Opatovem, Praha 4 - Chodov",1
pronájem,bytu,5,k,250,130000,"Dřevná, Praha 2 - Nové Město",1
pronájem,bytu,3,1,65,24900,"Hrubého, Praha 8 - Kobylisy",1
pronájem,bytu,3,1,97,34000,"Myslíkova, Praha 1 - Nové Město, okres Praha",1
pronájem,bytu,3,k,138,29999,"Bořivojova, Praha 3 - Vinohrady",1
pronájem,bytu,2,k,47,23600,"Na palouku, Praha 10 - Strašnice",1
pronájem,bytu,2,k,58,21000,"Petržílkova, Praha 5 - Stodůlky",1
pronájem,bytu,2,k,49,28000,"Olgy Havlové, Praha 3 - Žižkov",1
pronájem,bytu,1,k,31,18000,"Olgy Havlové, Praha 3 - Žižkov",1
pronájem,bytu,3,k,62,20000,"Za poštou, Praha 10 - Strašnice",1
pronájem,bytu,2,k,60,22000,"Na Zemance, Praha 4 - Braník",1
pronájem,bytu,2,k,50,19000,"Ondrákové, Praha 5 - Hlubočepy",1
pronájem,bytu,1,k,25,15000,"K Barrandovu, Praha 5 - Hlubočepy",1
pronájem,bytu,3,k,96,32000,"U Dívčích hradů, Praha 5 - Smíchov",1
pronájem,bytu,2,k,39,16990,"V zápolí, Praha 4 - Michle",1
pronájem,bytu,3,k,88,30000,"Choceradská, Praha 4 - Záběhlice",1
pronájem,bytu,3,k,91,25000,"Rižská, Praha 10 - Hostivař, okres Praha",1
pronájem,bytu,2,k,65,30000,"Za Karlínským přístavem, Praha 8 - Karlín",1
pronájem,bytu,2,k,44,25000,Praha 4 - Krč,1
pronájem,bytu,2,k,55,20000,"Rychtáře Petříka, Praha 10 - Hostivař",1
pronájem,bytu,1,k,28,13500,"Sudoměřská, Praha 3 - Žižkov",1
pronájem,bytu,3,k,78,28000,"Hugo Haase, Praha 5 - Hlubočepy",1
pronájem,bytu,2,k,49,21500,"Mrázovka, Praha 5 - Smíchov",1
pronájem,bytu,2,k,60,22000,"Honzíkova, Praha 10 - Dolní Měcholupy",1
pronájem,bytu,2,k,57,27000,"Lucemburská, Praha 3 - Vinohrady",1
pronájem,bytu,2,k,64,27000,"Jeseniova, Praha 3 - Žižkov",1
pronájem,bytu,2,k,61,23000,"Rumunská, Praha 2 - Vinohrady",1
pronájem,bytu,1,k,38,17500,"Stočesova, Praha 6 - Ruzyně",1
pronájem,bytu,2,1,82,26000,"Kubelíkova, Praha 3 - Žižkov",1
pronájem,bytu,2,k,54,17490,"Škrábkových, Praha 9 - Letňany",1
pronájem,bytu,2,k,45,16900,"Kyselova, Praha 8 - Kobylisy",1
pronájem,bytu,4,1,136,32000,"Volutová, Praha 5 - Stodůlky",1
pronájem,bytu,3,k,98,33000,"U dětského hřiště, Praha 5 - Jinonice, okres Praha",1
pronájem,bytu,2,k,58,27000,"Na Děkance, Praha 2 - Nové Město",1
pronájem,bytu,1,1,38,15000,"Bořivojova, Praha 3 - Žižkov",1
pronájem,bytu,2,1,55,17000,"Hostavická, Praha 9 - Hloubětín",1
pronájem,bytu,3,k,72,36000,"U plynárny, Praha 4 - Michle",1
pronájem,bytu,2,1,80,24500,"Lupáčova, Praha 3 - Žižkov",1
pronájem,bytu,4,k,89,29000,"Vindyšova, Praha 5 - Radotín",1
pronájem,bytu,2,k,55,23000,"Hornokrčská, Praha 4 - Krč",1
pronájem,bytu,2,k,44,15490,"Katovická, Praha 8 - Bohnice",1
pronájem,bytu,2,k,51,25000,"Lucemburská, Praha 3 - Vinohrady",1
pronájem,bytu,3,k,67,25000,"Rybalkova, Praha 2 - Vinohrady",1
pronájem,bytu,4,k,169,45000,"Hasilova, Praha 5 - Stodůlky",1
pronájem,bytu,2,k,52,22000,"Stroupežnického, Praha 5 - Smíchov",1
pronájem,bytu,1,k,27,19500,"Španělská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,50,24200,"Lucemburská, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,1,k,39,22800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,2,1,48,17000,"Orelská, Praha 10 - Vršovice, okres Praha",1
pronájem,bytu,5,k,120,39900,"Na Vidouli, Praha 5 - Jinonice",1
pronájem,bytu,2,1,66,25000,"Za Poříčskou bránou, Praha 8 - Karlín, okres Praha",1
pronájem,bytu,1,k,39,23494,"náměstí Jiřího z Poděbrad, Praha 2 - Vinohrady",1
pronájem,bytu,2,k,86,30000,"Lipenská, Praha 4 - Šeberov",1
pronájem,bytu,3,k,79,30000,"Lipenská, Praha 4 - Šeberov",1
pronájem,bytu,4,1,160,60000,"Smetanovo nábřeží, Praha 1 - Staré Město",1
pronájem,bytu,2,k,50,23500,"Karla Engliše, Praha 5 - Smíchov",1
pronájem,bytu,5,k,142,50000,"Smetanovo nábřeží, Praha 1 - Staré Město",1
pronájem,bytu,2,1,59,19500,"Přetlucká, Praha 10 - Strašnice",1
pronájem,bytu,2,k,45,16900,"Voskovcova, Praha 5 - Hlubočepy",1
pronájem,bytu,2,k,36,13190,"Českobrodská, Praha 9 - Hrdlořezy",1
pronájem,bytu,3,1,100,35000,"Na Smetance, Praha 2 - Vinohrady",1
pronájem,bytu,3,1,86,41000,"Tržiště, Praha 1 - Malá Strana",1
pronájem,bytu,1,k,33,12000,"Křížová, Praha 5 - Smíchov",1
pronájem,bytu,1,k,20,11300,"Horolezecká, Praha 10 - Hostivař",1
pronájem,bytu,3,k,80,30000,"Krkonošská, Praha 2 - Vinohrady",1
pronájem,bytu,2,k,45,18000,"Kozí, Praha 1 - Staré Město",1
pronájem,bytu,2,k,61,21000,"Kolbenova, Praha 9 - Hloubětín",1
pronájem,bytu,2,1,62,21000,"Ruská, Praha 10 - Vršovice",1
pronájem,bytu,4,k,128,31000,"Na rozcestí, Praha 9 - Libeň",1
pronájem,bytu,2,k,50,21000,"Plzeňská, Praha 5 - Smíchov",1
pronájem,bytu,3,k,78,0,"Veronské nám., Praha 10 - Horní Měcholupy",1
pronájem,bytu,3,k,79,26000,"Symfonická, Praha 5 - Stodůlky",1
pronájem,bytu,1,k,28,13490,"Za valem, Praha 4 - Kunratice",1
pronájem,bytu,1,k,24,12900,"Jabloňová, Praha 10 - Záběhlice",1
pronájem,bytu,2,k,48,24000,"Terronská, Praha 6 - Bubeneč",1
pronájem,bytu,4,k,200,34000,"Chorošová, Praha 10 - Pitkovice",1
pronájem,bytu,1,1,47,20000,"Pštrossova, Praha 1 - Nové Město",1
pronájem,bytu,1,k,42,16000,"Na Pankráci, Praha 4 - Nusle",1
pronájem,bytu,1,k,33,14800,"Štanderova, Praha 9 - Letňany",1
pronájem,bytu,3,k,82,31490,"Ortenovo náměstí, Praha 7 - Holešovice",1
pronájem,bytu,3,k,74,34900,"Pštrossova, Praha 1 - Nové Město",1
pronájem,bytu,3,k,117,29900,"K zámku, Praha 9 - Dolní Počernice",1
pronájem,bytu,3,k,70,28000,"Paříkova, Praha 9 - Vysočany",1
pronájem,bytu,2,k,52,22990,"Kačírkova, Praha 5 - Jinonice",1
pronájem,bytu,2,k,49,19490,"28. pluku, Praha 10 - Vršovice",1
pronájem,bytu,3,k,83,34900,"Ruská, Praha 10 - Vršovice",1
pronájem,bytu,2,1,49,20000,"Novákových, Praha 8 - Libeň",1
pronájem,bytu,2,k,45,15900,"Za Hládkovem, Praha 6 - Střešovice",1
pronájem,bytu,2,1,60,24000,"Ježovská, Praha 5 - Motol",1
pronájem,bytu,1,k,30,20449,"Washingtonova, Praha 1 - Nové Město",1
pronájem,bytu,4,1,90,25000,"Mazurská, Praha 8 - Troja",1
pronájem,bytu,1,k,33,22090,"Petrská, Praha 1 - Nové Město, okres Praha",1
pronájem,bytu,3,1,85,40000,"Janáčkovo nábřeží, Praha 5 - Smíchov, okres Praha",1
pronájem,bytu,3,1,130,45000,"U akademie, Praha 7 - Bubeneč",1
pronájem,bytu,2,k,53,24800,"Thunovská, Praha 1 - Malá Strana",1
pronájem,bytu,3,k,68,37500,"Hellichova, Praha 1 - Malá Strana",1
pronájem,bytu,2,k,84,25000,"Na Harfě, Praha 9 - Vysočany",1
pronájem,bytu,2,k,47,18500,"Strakonická, Praha 5 - Smíchov",1
pronájem,bytu,3,k,105,32000,"Pod strašnickou vinicí, Praha 10 - Strašnice",1
pronájem,bytu,1,k,30,18000,"Mezi vodami, Praha 4 - Modřany",1
pronájem,bytu,1,k,48,19000,"Tusarova, Praha 7 - Holešovice",1
pronájem,bytu,2,k,55,18000,"Bramboříková, Praha 10 - Záběhlice",1
pronájem,bytu,2,k,46,20800,"Běhounkova, Praha 5 - Stodůlky",1
pronájem,bytu,1,k,24,14000,"Františka Kadlece, Praha 8 - Libeň",1
pronájem,bytu,3,k,75,28000,"Na Celné, Praha 5 - Smíchov",1
pronájem,bytu,3,1,83,40000,"Janáčkovo nábřeží, Praha 5 - Smíchov, okres Praha",1
pronájem,bytu,4,1,170,79000,"Vlašská, Praha 1 - Malá Strana, okres Praha",1
pronájem,bytu,2,k,59,23000,"Sousedíkova, Praha 9 - Vysočany",1
pronájem,bytu,3,k,93,39800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady",1
pronájem,bytu,2,1,52,19000,"Pavlovská, Praha 6 - Liboc",1
pronájem,bytu,3,1,57,20990,"Rašova, Praha 4 - Háje",1
pronájem,bytu,1,k,69,25000,"Lumírova, Praha 2 - Nusle",1
pronájem,bytu,2,k,53,17000,"Poupětova, Praha 7 - Holešovice",1
pronájem,bytu,1,k,40,23700,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,1,k,40,22900,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,4,k,160,60000,"Šmeralova, Praha 7 - Bubeneč",1
pronájem,bytu,4,k,115,35900,"Oddechová, Praha 5 - Lipence",1
pronájem,bytu,2,k,76,39000,"Jankovcova, Praha 7 - Holešovice",1
pronájem,bytu,4,k,138,45000,"Chodská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,4,1,150,98000,"Dřevná, Praha 2 - Nové Město",1
pronájem,bytu,2,k,64,31000,"Pivovarská, Praha 5 - Smíchov",1
pronájem,bytu,1,k,39,22000,"Pivovarská, Praha 5 - Smíchov",1
pronájem,bytu,4,1,142,60000,"Střešovická, Praha 6 - Veleslavín, okres Praha",1
pronájem,bytu,3,k,74,36000,"Maiselova, Praha 1 - Josefov",1
pronájem,bytu,3,k,74,36000,"Maiselova, Praha 1 - Josefov",1
pronájem,bytu,2,k,80,35000,"Maiselova, Praha 1 - Josefov",1
pronájem,bytu,2,k,49,20000,"náměstí Olgy Scheinpflugové, Praha 5 - Hlubočepy",1
pronájem,bytu,2,k,66,28000,"Olšanská, Praha 3 - Žižkov",1
pronájem,bytu,2,k,79,24000,"Slavětínská, Praha 9 - Klánovice",1
pronájem,bytu,2,k,39,14000,"Štúrova, Praha 4 - Krč",1
pronájem,bytu,2,1,86,30000,Praha 6 - Bubeneč,1
pronájem,bytu,3,1,120,39000,"Bílkova, Praha 1 - Josefov",1
pronájem,bytu,3,k,161,31000,"Holubinková, Praha 10 - Pitkovice, okres Praha",1
pronájem,bytu,3,1,105,41500,"Mánesova, Praha 2 - Vinohrady",1
pronájem,bytu,1,k,30,12900,"Starokolínská, Praha 9 - Újezd nad Lesy",1
pronájem,bytu,2,k,128,28900,"Strančická, Praha 10 - Strašnice",1
pronájem,bytu,4,k,116,65000,"Na dračkách, Praha 6",1
pronájem,bytu,3,k,128,63088,"Truhlářská, Praha 1 - Nové Město",1
pronájem,bytu,3,k,77,32806,"Truhlářská, Praha 1 - Nové Město",1
pronájem,bytu,3,k,128,55517,"Truhlářská, Praha 1 - Nové Město",1
pronájem,bytu,4,k,123,50470,"Truhlářská, Praha 1 - Nové Město",1
pronájem,bytu,2,k,49,15000,"U školičky, Praha 9 - Libeň, okres Praha",1
pronájem,bytu,2,1,87,34000,"Železná, Praha 1 - Staré Město",1
pronájem,bytu,2,k,56,24880,"Na Kocínce, Praha 6 - Dejvice, okres Praha",1
pronájem,bytu,3,k,92,64190,"Petrská, Praha 1 - Nové Město, okres Praha",1
pronájem,bytu,3,1,94,42500,"Hořejší nábřeží, Praha 5 - Smíchov, okres Praha",1
pronájem,bytu,4,1,120,40000,"Naardenská, Praha 6 - Liboc, okres Praha",1
pronájem,bytu,2,k,60,18000,"Na Václavce, Praha 5 - Smíchov, okres Praha",1
0,0,0,0,0,7500,"Vysočanská, Praha 9 - Prosek",1
pronájem,bytu,4,k,142,109800,"Laubova, Praha 3 - Vinohrady",1
pronájem,bytu,2,1,51,18000,"Etiopská, Praha 6 - Vokovice",1
pronájem,bytu,3,1,94,42500,"Hořejší nábřeží, Praha 5 - Smíchov, okres Praha",1
pronájem,bytu,3,1,113,39000,"Mělnická, Praha 5 - Malá Strana",1
pronájem,bytu,5,k,150,50000,"Dobrovského, Praha 7 - Holešovice",1
pronájem,bytu,5,k,150,50000,"Dobrovského, Praha 7 - Holešovice",1
pronájem,bytu,1,1,76,17800,"Radlická, Praha 5 - Smíchov",1
pronájem,bytu,2,1,78,23000,"Betlémské náměstí, Praha 1 - Staré Město",1
pronájem,bytu,3,k,60,22500,"Kišiněvská, Praha 10 - Vršovice",1
pronájem,bytu,1,k,29,16000,"Na rovnosti, Praha 3 - Žižkov",1
0,0,0,0,0,8000,"Sladovnická, Praha 4 - Šeberov",1
pronájem,bytu,2,k,56,24880,"Na Kocínce, Praha 6 - Dejvice",1
pronájem,bytu,2,k,45,20000,"Hartigova, Praha 3 - Žižkov",1
pronájem,bytu,3,1,105,41500,"Mánesova, Praha 2 - Vinohrady",1
pronájem,bytu,2,k,48,19900,"Kmochova, Praha 5 - Smíchov",1
pronájem,bytu,1,k,43,17500,"Sluneční náměstí, Praha 5 - Stodůlky",1
pronájem,bytu,2,k,50,23500,"U Blaženky, Praha 5 - Smíchov",1
pronájem,bytu,3,k,156,89800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,4,k,121,94800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,3,k,112,69800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,3,k,93,64800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,50,25800,"Lucemburská, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,2,1,52,30000,"náměstí Míru, Praha 2 - Vinohrady",1
pronájem,bytu,3,1,130,58000,"náměstí Míru, Praha 2 - Vinohrady",1
pronájem,bytu,3,k,106,32900,"Kubelíkova, Praha 3 - Žižkov",1
pronájem,bytu,3,k,83,28001,"Na Větrníku, Praha 6 - Břevnov",1
pronájem,bytu,3,1,115,37000,"Pláničkova, Praha 6 - Veleslavín",1
pronájem,bytu,2,k,61,25000,"Kafkova, Praha 6 - Dejvice",1
pronájem,bytu,1,k,18,17639,"Biskupcova, Praha 3 - Žižkov",1
pronájem,bytu,2,k,57,28500,"Resslova, Praha 2 - Nové Město",1
pronájem,bytu,3,1,105,41500,"Mánesova, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,3,1,105,41500,"Mánesova, Praha 2 - Vinohrady",1
pronájem,bytu,1,k,44,13855,"Bečovská, Praha 10 - Uhříněves",1
pronájem,bytu,2,k,56,24880,"Na Kocínce, Praha 6 - Dejvice",1
pronájem,bytu,2,k,72,31500,"Resslova, Praha 2 - Nové Město",1
pronájem,bytu,2,k,42,15500,"Steinerova, Praha 4 - Háje",1
pronájem,bytu,1,k,44,22800,"Lípová, Praha 2 - Nové Město",1
pronájem,bytu,3,k,85,38460,"Lípová, Praha 2 - Nové Město",1
pronájem,bytu,3,k,83,41800,"Kozí, Praha 1 - Staré Město",1
pronájem,bytu,4,k,97,37000,"Kostelní, Praha 7 - Holešovice",1
pronájem,bytu,2,k,47,26700,"Máchova, Praha - Vinohrady",1
pronájem,bytu,1,k,27,14500,"Voděradská, Praha 10 - Strašnice",1
pronájem,bytu,3,1,85,20000,"Nad Rokoskou, Praha 8 - Libeň",1
pronájem,bytu,3,k,435,195000,"Rostovská, Praha 10 - Vršovice",1
pronájem,bytu,4,k,155,50000,"Nepálská, Praha 6 - Vokovice",1
pronájem,bytu,4,k,97,36000,"Kostelní, Praha 7 - Holešovice",1
pronájem,bytu,1,k,43,20000,"Varšavská, Praha 2 - Vinohrady",1
pronájem,bytu,1,k,30,32000,"Holečkova, Praha 5 - Košíře",1
pronájem,bytu,3,k,86,28999,"Vacínovská, Praha 5 - Jinonice",1
pronájem,bytu,2,1,76,20000,"Pod Kotlaskou, Praha 8 - Libeň",1
pronájem,bytu,1,k,34,14500,"Kurta Konráda, Praha 9 - Libeň",1
pronájem,bytu,2,1,61,20000,"Fráni Šrámka, Praha 5 - Smíchov, okres Praha",1
pronájem,bytu,2,k,60,28000,"Belgická, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,48,24000,"Na Kozačce, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,3,k,80,40000,"Sázavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,4,k,115,58000,"Křížkovského, Praha 3 - Žižkov",1
pronájem,bytu,3,k,112,69800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,3,k,156,89800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,3,k,93,64800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,2,1,60,18500,"náměstí Svatopluka Čecha, Praha 10 - Vršovice",1
pronájem,bytu,4,k,138,40000,"Naardenská, Praha 6 - Liboc",1
pronájem,bytu,4,k,121,94800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,3,k,93,66747,"náměstí Jiřího z Poděbrad, Praha 2 - Vinohrady",1
pronájem,bytu,4,k,121,97634,"náměstí Jiřího z Poděbrad, Praha 2 - Vinohrady",1
pronájem,bytu,3,k,112,71895,"náměstí Jiřího z Poděbrad, Praha 2 - Vinohrady",1
pronájem,bytu,3,k,156,92486,"náměstí Jiřího z Poděbrad, Praha 2 - Vinohrady",1
pronájem,bytu,1,k,25,10900,"Sádky, Praha 7 - Troja",1
pronájem,bytu,2,k,34,18004,"Na Větrníku, Praha 6 - Břevnov",1
pronájem,bytu,2,k,38,18000,"Na Větrníku, Praha 6 - Břevnov",1
pronájem,bytu,3,k,109,60000,"Laubova, Praha 3 - Vinohrady",1
pronájem,bytu,5,k,212,150000,"Pařížská, Praha 1 - Josefov",1
pronájem,bytu,2,k,96,31500,"Nad Palatou, Praha 5 - Smíchov",1
pronájem,bytu,3,k,109,60000,"Laubova, Praha 3 - Vinohrady",1
pronájem,bytu,3,k,81,42000,"Vlašská, Praha 1 - Malá Strana",1
pronájem,bytu,2,k,50,44000,"Holečkova, Praha 5",1
pronájem,bytu,2,1,82,18500,"Václavická, Praha 9 - Horní Počernice",1
pronájem,bytu,3,1,118,35000,"Na hrádku, Praha 2 - Nové Město",1
pronájem,bytu,2,k,54,20001,"Na Větrníku, Praha 6 - Břevnov",1
pronájem,bytu,3,k,109,54000,"Laubova, Praha 3 - Vinohrady, okres Praha",1
pronájem,bytu,3,k,92,29000,"Na Větrníku, Praha 6 - Břevnov",1
pronájem,bytu,2,k,53,14500,"Bryksova, Praha 9 - Černý Most",1
pronájem,bytu,2,k,52,31800,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,53,29700,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,53,29900,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,44,25300,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,1,k,36,20100,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,49,29800,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,47,28600,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,59,36300,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,47,27700,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,55,32700,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,59,34900,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,47,26700,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,55,31600,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,59,33900,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,64,43300,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,49,31300,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,1,k,37,23500,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,58,35800,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,46,27900,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,58,34600,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,46,26900,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,3,k,109,60000,"Laubova, Praha 3 - Vinohrady",1
pronájem,bytu,2,k,56,22000,"Novákových, Praha 8 - Libeň",1
pronájem,bytu,2,k,57,32900,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,46,27900,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,50,35000,"Na slupi, Praha 2 - Nové Město",1
pronájem,bytu,2,k,70,25000,"Jindřicha Plachty, Praha 5 - Smíchov, okres Praha",1
pronájem,bytu,3,k,109,60000,"Laubova, Praha 3 - Vinohrady",1
pronájem,bytu,2,k,55,25000,"U Zvonařky, Praha 2 - Vinohrady",1
pronájem,bytu,5,1,208,65000,"Kodaňská, Praha 10 - Vršovice",1
pronájem,bytu,2,k,40,24000,Praha 4 - Krč,1
pronájem,bytu,1,k,65,47200,"Holečkova, Praha 5 - Smíchov",1
pronájem,bytu,2,k,67,39900,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,2,k,108,65900,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,3,k,108,65800,"Varšavská, Praha 2 - Vinohrady, okres Praha",1
pronájem,bytu,1,k,34,16500,"Černokostelecká, Praha 10 - Strašnice",1
pronájem,bytu,3,k,93,24090,"Pod Nouzovem, Praha 9 - Kbely",1
pronájem,bytu,5,1,286,90000,"Újezd, Praha 5 - Malá Strana",1
pronájem,bytu,3,k,98,57500,"Holečkova, Praha 5",1
pronájem,bytu,3,k,88,0,"Šiklové, Praha",1
pronájem,bytu,1,k,40,15900,"Lisabonská, Praha 9",1
pronájem,bytu,2,k,70,32000,"Holečkova, Praha 5 - Smíchov",1
pronájem,bytu,4,1,142,60000,"Střešovická, Praha 6",1
pronájem,bytu,2,k,82,27000,"Za černým mostem, Praha 9 - Hloubětín",1
pronájem,bytu,2,k,50,22000,"Půlkruhová, Praha 6 - Vokovice",1
pronájem,bytu,1,k,50,25000,"Křižíkova, Praha 8 - Karlín",1
pronájem,bytu,2,k,42,9310,"Děčínská, Praha 8 - Střížkov",1
pronájem,bytu,3,k,83,26500,"Vřesová, Praha 8 - Troja",1
